trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
893,False,"{'a': 0.5, 'e': 0.4476695188169435}",20,0,-1.0531756245142883,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
894,False,"{'a': 0.5, 'e': 0.4472667975017837}",25,0,-84.81575296752972,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
895,False,"{'a': 0.5, 'e': 0.4468644384727544}",20,0,-90.41756798633118,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
896,False,"{'a': 0.5, 'e': 0.4464624414039447}",20,0,-10.292930557736526,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
897,False,"{'a': 0.5, 'e': 0.44606080596973696}",30,23,1.6011754025415745,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
898,False,"{'a': 0.5, 'e': 0.4456595318448064}",25,10,-0.4539874727872457,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
899,False,"{'a': 0.5, 'e': 0.44525861870412103}",25,0,-76.2377608190577,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
900,False,"{'a': 0.5, 'e': 0.44485806622294116}",35,24,8.895262390215706,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
901,False,"{'a': 0.5, 'e': 0.44445787407681925}",25,0,-86.27330624646771,"{0: 18, 1: 0, 2: 3, 3: 4, 4: 0}",0
902,False,"{'a': 0.5, 'e': 0.4440580419415996}",20,15,10.25908244799495,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.5, 'e': 0.44365856949341825}",30,0,-135.05460728422432,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 3}",0
904,False,"{'a': 0.5, 'e': 0.4432594564087024}",35,0,-59.0207940739062,"{0: 28, 1: 0, 2: 6, 3: 0, 4: 1}",0
905,False,"{'a': 0.5, 'e': 0.4428607023641705}",25,7,-78.2174071943127,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
906,False,"{'a': 0.5, 'e': 0.44246230703683176}",30,4,-131.68359892031356,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 3}",1
907,False,"{'a': 0.5, 'e': 0.44206427010398586}",20,11,-9.020120753015423,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
908,False,"{'a': 0.5, 'e': 0.441666591243223}",30,0,-179.28972676423743,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 5}",0
909,False,"{'a': 0.5, 'e': 0.4412692701324231}",20,0,-163.27788174675723,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
910,False,"{'a': 0.5, 'e': 0.44087230644975617}",30,4,-49.55030111440716,"{0: 20, 1: 0, 2: 4, 3: 2, 4: 0}",1
911,False,"{'a': 0.5, 'e': 0.44047569987368157}",20,4,-34.71279004960179,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
912,False,"{'a': 0.5, 'e': 0.4400794500829479}",25,0,-61.98343650248811,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
913,False,"{'a': 0.5, 'e': 0.43968355675659293}",20,13,-41.53949216950972,"{0: 4, 1: 0, 2: 1, 3: 2, 4: 0}",1
914,False,"{'a': 0.5, 'e': 0.4392880195739429}",20,6,-25.15823807725745,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
915,False,"{'a': 0.5, 'e': 0.43889283821461283}",25,0,-98.24343206857465,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
916,False,"{'a': 0.5, 'e': 0.43849801235850566}",25,0,-31.208025505388555,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
917,False,"{'a': 0.5, 'e': 0.43810354168581256}",20,0,-15.8256109521369,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
918,False,"{'a': 0.5, 'e': 0.43770942587701206}",30,0,-29.12367804613007,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
919,False,"{'a': 0.5, 'e': 0.4373156646128705}",25,1,-1.4462522978649877,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
920,False,"{'a': 0.5, 'e': 0.4369222575744412}",20,0,-26.715187398132763,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
921,False,"{'a': 0.5, 'e': 0.43652920444306437}",25,15,-17.732567225223953,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
922,False,"{'a': 0.5, 'e': 0.43613650490036704}",20,0,-25.24968728960423,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
923,False,"{'a': 0.5, 'e': 0.43574415862826255}",20,0,-22.684274512314186,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
924,False,"{'a': 0.5, 'e': 0.4353521653089503}",20,0,-9.972665894928065,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
925,False,"{'a': 0.5, 'e': 0.43496052462491586}",25,0,-56.405268405440175,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
926,False,"{'a': 0.5, 'e': 0.43456923625893007}",20,13,-41.585933278397306,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
927,False,"{'a': 0.5, 'e': 0.4341782998940495}",30,0,-79.59212817764227,"{0: 24, 1: 0, 2: 3, 3: 2, 4: 1}",0
928,False,"{'a': 0.5, 'e': 0.4337877152136155}",20,0,-30.703277590976313,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
929,False,"{'a': 0.5, 'e': 0.43339748190125454}",20,7,-84.4099330357732,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 2}",1
930,False,"{'a': 0.5, 'e': 0.43300759964087765}",25,0,-28.379767220377953,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
931,False,"{'a': 0.5, 'e': 0.4326180681166801}",20,0,-136.7169621567233,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
932,False,"{'a': 0.5, 'e': 0.4322288870131414}",25,0,-57.362480470556775,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
933,False,"{'a': 0.5, 'e': 0.4318400560150248}",30,2,-6.977024158189904,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 0}",1
934,False,"{'a': 0.5, 'e': 0.4314515748073772}",25,0,-54.045109353779736,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
935,False,"{'a': 0.5, 'e': 0.4310634430755288}",30,19,-27.465272993042365,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
936,False,"{'a': 0.5, 'e': 0.43067566050509287}",20,0,-49.70197431823369,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
937,False,"{'a': 0.5, 'e': 0.4302882267819655}",20,0,-9.883058437304724,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
938,False,"{'a': 0.5, 'e': 0.4299011415923253}",20,10,-3.5724346035634484,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
939,False,"{'a': 0.5, 'e': 0.4295144046226333}",20,0,-51.70018205348862,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
940,False,"{'a': 0.5, 'e': 0.42912801555963254}",30,0,-63.105620777800915,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
941,False,"{'a': 0.5, 'e': 0.4287419740903478}",25,11,-75.96687455513589,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
942,False,"{'a': 0.5, 'e': 0.4283562799020856}",20,0,13.52315091170081,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
943,False,"{'a': 0.5, 'e': 0.42797093268243347}",25,19,9.33628189123619,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.5, 'e': 0.42758593211926027}",30,13,-74.39306211629848,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
945,False,"{'a': 0.5, 'e': 0.4272012779007155}",30,0,-59.56575048955331,"{0: 23, 1: 0, 2: 5, 3: 2, 4: 0}",0
946,False,"{'a': 0.5, 'e': 0.4268169697152291}",30,0,-5.297391924374085,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
947,False,"{'a': 0.5, 'e': 0.4264330072515115}",20,8,-35.60688209051182,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 0}",1
948,False,"{'a': 0.5, 'e': 0.42604939019855315}",20,0,2.9727202166380775,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
949,False,"{'a': 0.5, 'e': 0.4256661182456241}",25,0,-113.03140999519991,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
950,False,"{'a': 0.5, 'e': 0.42528319108227414}",25,7,-17.43374279914302,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
951,False,"{'a': 0.5, 'e': 0.42490060839833216}",20,0,-62.59898837302869,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
952,False,"{'a': 0.5, 'e': 0.4245183698839063}",20,2,-69.26467354718471,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
953,False,"{'a': 0.5, 'e': 0.4241364752293832}",20,0,-110.48080699504627,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
954,False,"{'a': 0.5, 'e': 0.4237549241254282}",20,0,-89.50150728495764,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
955,False,"{'a': 0.5, 'e': 0.423373716262985}",20,0,12.006753571289387,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
956,False,"{'a': 0.5, 'e': 0.422992851333275}",20,0,-24.208349794842256,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
957,False,"{'a': 0.5, 'e': 0.42261232902779783}",30,7,-75.6205255227671,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 2}",1
958,False,"{'a': 0.5, 'e': 0.42223214903833023}",20,11,-41.60541718058697,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
959,False,"{'a': 0.5, 'e': 0.4218523110569264}",25,9,-113.75524460939154,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 3}",1
960,False,"{'a': 0.5, 'e': 0.42147281477591764}",20,11,-29.139100887273948,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
961,False,"{'a': 0.5, 'e': 0.4210936598879118}",20,14,-30.216083627562597,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
962,False,"{'a': 0.5, 'e': 0.42071484608579357}",30,0,-170.1050162815587,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 5}",0
963,False,"{'a': 0.5, 'e': 0.4203363730627237}",25,20,8.256629072368167,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.5, 'e': 0.419958240512139}",25,4,-68.43863106678808,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 1}",1
965,False,"{'a': 0.5, 'e': 0.419580448127752}",25,0,-92.34941465897137,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
966,False,"{'a': 0.5, 'e': 0.41920299560355095}",25,0,30.53488517280148,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
967,False,"{'a': 0.5, 'e': 0.4188258826337993}",20,7,-55.860167712405755,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
968,False,"{'a': 0.5, 'e': 0.41844910891303544}",20,0,-31.12145545015925,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
969,False,"{'a': 0.5, 'e': 0.4180726741360727}",25,3,-95.52221939817503,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 2}",1
970,False,"{'a': 0.5, 'e': 0.4176965779979988}",25,16,0.449316693082372,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
971,False,"{'a': 0.5, 'e': 0.417320820194176}",25,0,-11.95819547971934,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
972,False,"{'a': 0.5, 'e': 0.4169454004202403}",25,13,-12.331269489047052,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
973,False,"{'a': 0.5, 'e': 0.41657031837210184}",25,0,-73.98547022292483,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
974,False,"{'a': 0.5, 'e': 0.416195573745944}",20,0,-23.66033022858019,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
975,False,"{'a': 0.5, 'e': 0.4158211662382236}",20,0,-13.009566086873068,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
976,False,"{'a': 0.5, 'e': 0.4154470955456706}",20,14,8.927383674420312,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.5, 'e': 0.4150733613652878}",20,0,-18.983980301183074,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
978,False,"{'a': 0.5, 'e': 0.4146999633943503}",20,3,-166.62067865238944,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 4}",1
979,False,"{'a': 0.5, 'e': 0.41432690133040584}",20,0,-1.180857412491883,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
980,False,"{'a': 0.5, 'e': 0.4139541748712741}",30,9,-10.287886664233447,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
981,False,"{'a': 0.5, 'e': 0.41358178371504667}",30,0,-58.699021298692735,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
982,False,"{'a': 0.5, 'e': 0.4132097275600866}",20,0,-7.749174857090779,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
983,False,"{'a': 0.5, 'e': 0.4128380061050286}",20,0,-86.40628293991385,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
984,False,"{'a': 0.5, 'e': 0.41246661904877796}",20,0,-44.971620022477204,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
985,False,"{'a': 0.5, 'e': 0.41209556609051134}",20,8,-2.186814102226235,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
986,False,"{'a': 0.5, 'e': 0.4117248469296758}",30,0,-60.12503976855686,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 2}",0
987,False,"{'a': 0.5, 'e': 0.4113544612659888}",20,0,-64.03632708132797,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
988,False,"{'a': 0.5, 'e': 0.4109844087994379}",20,0,15.420575473721753,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
989,False,"{'a': 0.5, 'e': 0.41061468923028055}",20,0,-82.6557222372636,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
990,False,"{'a': 0.5, 'e': 0.410245302259044}",25,9,-50.27618855484982,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
991,False,"{'a': 0.5, 'e': 0.4098762475865247}",20,0,-48.10666921676234,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
992,False,"{'a': 0.5, 'e': 0.40950752491378833}",20,0,-4.312418727557376,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
993,False,"{'a': 0.5, 'e': 0.40913913394216955}",30,12,-17.099668083079866,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
994,False,"{'a': 0.5, 'e': 0.40877107437327165}",25,18,-1.13203926687504,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
995,False,"{'a': 0.5, 'e': 0.40840334590896626}",25,18,0.3621093160175226,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
996,False,"{'a': 0.5, 'e': 0.40803594825139344}",20,13,-18.60631393221591,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
997,False,"{'a': 0.5, 'e': 0.407668881102961}",20,0,-62.21973367263703,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
998,False,"{'a': 0.5, 'e': 0.4073021441663446}",35,0,-93.9090644983155,"{0: 29, 1: 0, 2: 3, 3: 1, 4: 2}",0
999,False,"{'a': 0.5, 'e': 0.40693573714448716}",25,11,10.495635455265194,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1000,False,"{'a': 0.5, 'e': 0.4065696597405991}",20,14,-1.3907232657356476,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1001,False,"{'a': 0.5, 'e': 0.4062039116581577}",25,8,-84.35892686261184,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 1}",1
1002,False,"{'a': 0.5, 'e': 0.4058384926009069}",25,0,-1.1547801248483225,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1003,False,"{'a': 0.5, 'e': 0.4054734022728573}",25,0,-59.53737384223885,"{0: 21, 1: 1, 2: 0, 3: 2, 4: 1}",0
1004,False,"{'a': 0.5, 'e': 0.4051086403782857}",20,7,-42.898479714464145,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
1005,False,"{'a': 0.5, 'e': 0.404744206621735}",30,0,-89.26635742502981,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
1006,False,"{'a': 0.5, 'e': 0.4043801007080137}",25,0,-65.92969298241205,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
1007,False,"{'a': 0.5, 'e': 0.40401632234219614}",20,9,-29.23394332150136,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
1008,False,"{'a': 0.5, 'e': 0.4036528712296218}",20,0,-13.596488152246271,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1009,False,"{'a': 0.5, 'e': 0.4032897470758952}",35,0,-21.023764603794646,"{0: 30, 1: 0, 2: 4, 3: 1, 4: 0}",0
1010,False,"{'a': 0.5, 'e': 0.40292694958688574}",20,0,-36.89333824051423,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1011,False,"{'a': 0.5, 'e': 0.40256447846872756}",20,0,16.021701185531345,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1012,False,"{'a': 0.5, 'e': 0.4022023334278189}",30,20,6.045657982557321,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1013,False,"{'a': 0.5, 'e': 0.40184051417082234}",30,18,6.798431699708516,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1014,False,"{'a': 0.5, 'e': 0.40147902040466416}",30,8,-68.24840942316835,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 1}",1
1015,False,"{'a': 0.5, 'e': 0.40111785183653453}",25,0,-154.44502140246885,"{0: 15, 1: 0, 2: 7, 3: 1, 4: 2}",0
1016,False,"{'a': 0.5, 'e': 0.40075700817388676}",35,21,-9.36881436527468,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1017,False,"{'a': 0.5, 'e': 0.40039648912443754}",30,15,12.804484530115914,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1018,False,"{'a': 0.5, 'e': 0.4000362943961664}",20,10,-17.989891284061116,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
1019,False,"{'a': 0.5, 'e': 0.3996764236973156}",30,0,-100.34910789105695,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 2}",0
1020,False,"{'a': 0.5, 'e': 0.3993168767363899}",30,4,-47.55874679396529,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 1}",1
1021,False,"{'a': 0.5, 'e': 0.39895765322215615}",25,0,-114.95326566739615,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 3}",0
1022,False,"{'a': 0.5, 'e': 0.3985987528636433}",25,11,6.358867165290504,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1023,False,"{'a': 0.5, 'e': 0.39824017537014206}",30,15,-26.2333158754859,"{0: 13, 1: 0, 2: 0, 3: 2, 4: 0}",1
1024,False,"{'a': 0.5, 'e': 0.3978819204512047}",25,15,21.38492357139206,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.5, 'e': 0.3975239878166446}",35,0,-44.41714859029185,"{0: 32, 1: 0, 2: 1, 3: 0, 4: 2}",0
1026,False,"{'a': 0.5, 'e': 0.39716637717653636}",25,5,-95.26747723253256,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",1
1027,False,"{'a': 0.5, 'e': 0.39680908824121536}",25,4,-23.70580421765539,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
1028,False,"{'a': 0.5, 'e': 0.39645212072127756}",25,0,-150.36056290565847,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 3}",0
1029,False,"{'a': 0.5, 'e': 0.39609547432757924}",20,0,-61.13292785883132,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
1030,False,"{'a': 0.5, 'e': 0.3957391487712367}",25,0,-128.3094640650963,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
1031,False,"{'a': 0.5, 'e': 0.3953831437636264}",20,15,-3.135947351696638,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1032,False,"{'a': 0.5, 'e': 0.3950274590163841}",20,16,9.750262876495034,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.5, 'e': 0.3946720942414052}",20,0,-51.9855916172981,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1034,False,"{'a': 0.5, 'e': 0.39431704915084426}",20,0,-64.31622012647833,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",1
1035,False,"{'a': 0.5, 'e': 0.3939623234571146}",30,7,31.67684291759052,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.5, 'e': 0.3936079168728886}",20,0,-66.38319709921115,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
1037,False,"{'a': 0.5, 'e': 0.3932538291110967}",20,0,-84.7886786180201,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
1038,False,"{'a': 0.5, 'e': 0.39290005988492793}",30,10,3.161922566881395,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1039,False,"{'a': 0.5, 'e': 0.39254660890782916}",20,0,-75.38820534600548,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
1040,False,"{'a': 0.5, 'e': 0.392193475893505}",20,4,7.59315468996709,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1041,False,"{'a': 0.5, 'e': 0.3918406605559178}",20,0,-13.921021422478255,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
1042,False,"{'a': 0.5, 'e': 0.3914881626092871}",25,2,-44.23248052969446,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
1043,False,"{'a': 0.5, 'e': 0.39113598176808945}",20,8,-39.13372800602263,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
1044,False,"{'a': 0.5, 'e': 0.39078411774705846}",30,14,-49.35638828245489,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
1045,False,"{'a': 0.5, 'e': 0.3904325702611842}",25,10,-31.797012268947626,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1046,False,"{'a': 0.5, 'e': 0.3900813390257132}",20,0,-21.392695811273704,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1047,False,"{'a': 0.5, 'e': 0.38973042375614814}",25,12,-21.846488767426372,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1048,False,"{'a': 0.5, 'e': 0.3893798241682477}",35,0,-95.31054525582415,"{0: 28, 1: 0, 2: 3, 3: 3, 4: 1}",0
1049,False,"{'a': 0.5, 'e': 0.38902953997802603}",25,0,-10.33800188477775,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
1050,False,"{'a': 0.5, 'e': 0.38867957090175304}",25,18,2.495243051695005,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1051,False,"{'a': 0.5, 'e': 0.38832991665595373}",25,8,-62.12726636490111,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
1052,False,"{'a': 0.5, 'e': 0.3879805769574081}",20,0,-89.93885977500123,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
1053,False,"{'a': 0.5, 'e': 0.3876315515231511}",30,5,-71.7796199449853,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",1
1054,False,"{'a': 0.5, 'e': 0.387282840070472}",25,0,33.153161252580816,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1055,False,"{'a': 0.5, 'e': 0.3869344423169145}",20,0,-37.10647529357381,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1056,False,"{'a': 0.5, 'e': 0.38658635798027646}",25,0,-118.72772581551271,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
1057,False,"{'a': 0.5, 'e': 0.38623858677860956}",25,10,-8.644707001018222,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1058,False,"{'a': 0.5, 'e': 0.385891128430219}",20,0,-122.36768072376309,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
1059,False,"{'a': 0.5, 'e': 0.3855439826536636}",30,0,-0.5078152302468952,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
1060,False,"{'a': 0.5, 'e': 0.3851971491677552}",20,0,-87.20257206750534,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",1
1061,False,"{'a': 0.5, 'e': 0.3848506276915587}",30,14,-71.85312051620414,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
1062,False,"{'a': 0.5, 'e': 0.38450441794439166}",20,0,11.26783766120696,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1063,False,"{'a': 0.5, 'e': 0.3841585196458242}",25,0,-9.64407125200245,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
1064,False,"{'a': 0.5, 'e': 0.38381293251567866}",30,0,-19.072511987971634,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",1
1065,False,"{'a': 0.5, 'e': 0.38346765627402946}",30,22,12.916539613092358,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.5, 'e': 0.3831226906412028}",20,0,-16.6138911449579,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
1067,False,"{'a': 0.5, 'e': 0.3827780353377765}",20,0,-58.69102960593358,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
1068,False,"{'a': 0.5, 'e': 0.3824336900845797}",35,0,-70.19923061007825,"{0: 29, 1: 0, 2: 4, 3: 1, 4: 1}",0
1069,False,"{'a': 0.5, 'e': 0.38208965460269284}",30,5,-62.881856949456385,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",1
1070,False,"{'a': 0.5, 'e': 0.3817459286134471}",20,3,-6.68433708788862,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1071,False,"{'a': 0.5, 'e': 0.3814025118384244}",20,5,-96.44714900705695,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 2}",1
1072,False,"{'a': 0.5, 'e': 0.3810594039994571}",30,10,-29.792646742213133,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
1073,False,"{'a': 0.5, 'e': 0.3807166048186279}",30,12,-81.53145939700838,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 1}",1
1074,False,"{'a': 0.5, 'e': 0.3803741140182694}",25,17,-27.17700299739538,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1075,False,"{'a': 0.5, 'e': 0.3800319313209641}",30,0,-76.81024346653857,"{0: 24, 1: 0, 2: 3, 3: 2, 4: 1}",0
