trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9991004048785274}",30,0,-30.628750203684856,"{0: 25, 1: 0, 2: 4, 3: 1, 4: 0}",0
2,False,"{'a': 0.5, 'e': 0.9982016190284373}",30,0,-249.30749274628232,"{0: 13, 1: 0, 2: 10, 3: 6, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.9973036417217132}",35,0,-160.08245788838002,"{0: 24, 1: 0, 2: 7, 3: 2, 4: 2}",0
4,False,"{'a': 0.5, 'e': 0.9964064722309933}",25,0,-150.44080399657327,"{0: 17, 1: 0, 2: 3, 3: 3, 4: 2}",1
5,False,"{'a': 0.5, 'e': 0.9955101098295706}",20,0,-229.28212951984617,"{0: 10, 1: 0, 2: 4, 3: 2, 4: 4}",0
6,False,"{'a': 0.5, 'e': 0.9946145537913912}",20,0,-131.81344683861585,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
7,False,"{'a': 0.5, 'e': 0.9937198033910547}",25,0,-148.24381669583067,"{0: 13, 1: 0, 2: 10, 3: 1, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.9928258579038134}",25,0,-6.625127000151146,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0.9919327166055711}",30,19,-50.12948467503969,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
10,False,"{'a': 0.5, 'e': 0.9910403787728836}",25,0,-135.01028114391823,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
11,False,"{'a': 0.5, 'e': 0.9901488436829572}",20,0,-100.29936180747238,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.9892581106136482}",35,10,-204.71172089205191,"{0: 13, 1: 0, 2: 8, 3: 1, 4: 3}",1
13,False,"{'a': 0.5, 'e': 0.9883681788434628}",20,0,-76.48134781543293,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
14,False,"{'a': 0.5, 'e': 0.9874790476515565}",25,0,-168.19220885009878,"{0: 14, 1: 0, 2: 8, 3: 1, 4: 2}",0
15,False,"{'a': 0.5, 'e': 0.9865907163177327}",25,0,-45.64564001480477,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.985703184122443}",25,0,-215.06298266466248,"{0: 15, 1: 0, 2: 5, 3: 1, 4: 4}",0
17,False,"{'a': 0.5, 'e': 0.9848164503467863}",25,0,-234.10558824215443,"{0: 12, 1: 0, 2: 9, 3: 0, 4: 4}",0
18,False,"{'a': 0.5, 'e': 0.9839305142725083}",20,0,-97.73487619865003,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.9830453751820007}",25,0,-303.84858457701046,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 6}",0
20,False,"{'a': 0.5, 'e': 0.9821610323583008}",30,0,-212.74123051836492,"{0: 17, 1: 0, 2: 7, 3: 4, 4: 2}",0
21,False,"{'a': 0.5, 'e': 0.9812774850850906}",30,0,-133.15941585307255,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 2}",0
22,False,"{'a': 0.5, 'e': 0.9803947326466971}",25,0,-162.52228187326563,"{0: 14, 1: 0, 2: 8, 3: 1, 4: 2}",0
23,False,"{'a': 0.5, 'e': 0.9795127743280907}",25,0,-222.87755632916313,"{0: 13, 1: 0, 2: 7, 3: 2, 4: 3}",0
24,False,"{'a': 0.5, 'e': 0.9786316094148849}",20,0,-107.9676582702408,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
25,False,"{'a': 0.5, 'e': 0.9777512371933363}",20,5,-44.62396051202763,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 0}",1
26,False,"{'a': 0.5, 'e': 0.9768716569503434}",25,0,-127.19167116584974,"{0: 14, 1: 0, 2: 10, 3: 0, 4: 1}",0
27,False,"{'a': 0.5, 'e': 0.975992867973446}",30,0,-190.18134324484404,"{0: 16, 1: 0, 2: 11, 3: 1, 4: 2}",0
28,False,"{'a': 0.5, 'e': 0.9751148695508249}",25,0,-259.4097864808993,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 5}",0
29,False,"{'a': 0.5, 'e': 0.9742376609713015}",20,7,-26.147366531483563,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
30,False,"{'a': 0.5, 'e': 0.9733612415243368}",25,0,-167.97313230222503,"{0: 13, 1: 0, 2: 10, 3: 0, 4: 2}",0
31,False,"{'a': 0.5, 'e': 0.9724856105000309}",20,0,-66.1277534967627,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
32,False,"{'a': 0.5, 'e': 0.9716107671891228}",20,1,-9.986052463332268,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
33,False,"{'a': 0.5, 'e': 0.9707367108829891}",20,0,-129.87399569557516,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
34,False,"{'a': 0.5, 'e': 0.9698634408736443}",25,14,-98.78542528959292,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 2}",1
35,False,"{'a': 0.5, 'e': 0.9689909564537397}",25,0,-246.45270173603245,"{0: 14, 1: 0, 2: 4, 3: 3, 4: 4}",0
36,False,"{'a': 0.5, 'e': 0.9681192569165628}",30,0,-221.46734563082958,"{0: 16, 1: 0, 2: 10, 3: 1, 4: 3}",0
37,False,"{'a': 0.5, 'e': 0.9672483415560369}",35,0,-277.5884106539961,"{0: 21, 1: 0, 2: 6, 3: 4, 4: 4}",0
38,False,"{'a': 0.5, 'e': 0.9663782096667205}",20,0,-81.10373272264498,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
39,False,"{'a': 0.5, 'e': 0.9655088605438069}",30,0,-130.46403050007547,"{0: 19, 1: 0, 2: 9, 3: 1, 4: 1}",0
40,False,"{'a': 0.5, 'e': 0.9646402934831231}",30,0,-209.45241484581956,"{0: 16, 1: 0, 2: 11, 3: 0, 4: 3}",0
41,False,"{'a': 0.5, 'e': 0.9637725077811297}",20,0,-95.92568370476533,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
42,False,"{'a': 0.5, 'e': 0.9629055027349203}",20,0,-166.5773174087823,"{0: 10, 1: 0, 2: 4, 3: 5, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.9620392776422207}",25,0,-199.07780764656437,"{0: 11, 1: 0, 2: 11, 3: 1, 4: 2}",0
44,False,"{'a': 0.5, 'e': 0.9611738318013887}",30,0,-87.84455613100327,"{0: 20, 1: 0, 2: 9, 3: 1, 4: 0}",0
45,False,"{'a': 0.5, 'e': 0.960309164511413}",20,0,-149.2246504266925,"{0: 10, 1: 0, 2: 6, 3: 3, 4: 1}",0
46,False,"{'a': 0.5, 'e': 0.959445275071913}",30,0,-202.35153523892004,"{0: 15, 1: 0, 2: 10, 3: 4, 4: 1}",0
47,False,"{'a': 0.5, 'e': 0.9585821627831383}",30,0,-195.50929944706135,"{0: 17, 1: 0, 2: 9, 3: 2, 4: 2}",0
48,False,"{'a': 0.5, 'e': 0.9577198269459679}",20,0,-110.89800355538497,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.9568582668619097}",20,0,-175.3493462286413,"{0: 9, 1: 0, 2: 7, 3: 2, 4: 2}",0
50,False,"{'a': 0.5, 'e': 0.9559974818331}",30,4,-160.47215068183874,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 2}",1
51,False,"{'a': 0.5, 'e': 0.9551374711623027}",25,5,-64.90767094835061,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",1
52,False,"{'a': 0.5, 'e': 0.9542782341529094}",35,0,-186.37256264971757,"{0: 24, 1: 0, 2: 7, 3: 1, 4: 3}",0
53,False,"{'a': 0.5, 'e': 0.9534197701089379}",25,17,-7.508686437506583,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
54,False,"{'a': 0.5, 'e': 0.9525620783350323}",20,12,-42.40846900486009,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
55,False,"{'a': 0.5, 'e': 0.9517051581364622}",20,0,-240.35045876366203,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 5}",0
56,False,"{'a': 0.5, 'e': 0.9508490088191223}",20,0,-191.75995867147017,"{0: 10, 1: 0, 2: 6, 3: 1, 4: 3}",0
57,False,"{'a': 0.5, 'e': 0.9499936296895315}",20,0,-126.62405385649163,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
58,False,"{'a': 0.5, 'e': 0.9491390200548326}",20,0,-87.97110543976184,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
59,False,"{'a': 0.5, 'e': 0.948285179222792}",35,0,-103.03342978657267,"{0: 23, 1: 0, 2: 11, 3: 1, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.9474321065017983}",20,0,-122.86113627369274,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
61,False,"{'a': 0.5, 'e': 0.9465798012008627}",20,0,-165.85489599639428,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
62,False,"{'a': 0.5, 'e': 0.9457282626296178}",25,0,-112.80131398611313,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",0
63,False,"{'a': 0.5, 'e': 0.9448774900983175}",30,0,-168.4995706573877,"{0: 21, 1: 0, 2: 5, 3: 1, 4: 3}",0
64,False,"{'a': 0.5, 'e': 0.9440274829178357}",35,0,-169.7499447848742,"{0: 25, 1: 0, 2: 7, 3: 0, 4: 3}",0
65,False,"{'a': 0.5, 'e': 0.9431782403996666}",20,2,-237.30284190896546,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 5}",1
66,False,"{'a': 0.5, 'e': 0.9423297618559239}",30,0,-238.89308869356742,"{0: 13, 1: 0, 2: 12, 3: 3, 4: 2}",0
67,False,"{'a': 0.5, 'e': 0.9414820465993399}",20,0,-118.83302616332753,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.9406350939432649}",25,0,-206.87393408025633,"{0: 12, 1: 0, 2: 10, 3: 0, 4: 3}",0
69,False,"{'a': 0.5, 'e': 0.9397889032016676}",20,0,-166.29202885534772,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 3}",0
70,False,"{'a': 0.5, 'e': 0.9389434736891332}",30,0,-88.32683993218427,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.9380988047208639}",20,0,-99.63801969455814,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.9372548956126777}",30,0,-96.45054738591104,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.9364117456810082}",20,0,-114.6056067544725,"{0: 13, 1: 0, 2: 3, 3: 3, 4: 1}",0
74,False,"{'a': 0.5, 'e': 0.9355693542429038}",25,0,-178.75457346784157,"{0: 13, 1: 0, 2: 9, 3: 1, 4: 2}",0
75,False,"{'a': 0.5, 'e': 0.9347277206160275}",25,5,-78.47032026912319,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",1
76,False,"{'a': 0.5, 'e': 0.9338868441186561}",30,0,-136.40044870731344,"{0: 19, 1: 0, 2: 8, 3: 2, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.9330467240696795}",20,0,-104.80822125121087,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
78,False,"{'a': 0.5, 'e': 0.9322073597886003}",25,0,-114.48906094398255,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
79,False,"{'a': 0.5, 'e': 0.9313687505955336}",30,0,-261.9394066435236,"{0: 15, 1: 0, 2: 10, 3: 1, 4: 4}",0
80,False,"{'a': 0.5, 'e': 0.9305308958112057}",20,0,-160.43047733431132,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
81,False,"{'a': 0.5, 'e': 0.9296937947569544}",30,0,-226.5693639743086,"{0: 16, 1: 0, 2: 9, 3: 2, 4: 3}",0
82,False,"{'a': 0.5, 'e': 0.9288574467547276}",20,12,-60.70558570927553,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 1}",1
83,False,"{'a': 0.5, 'e': 0.9280218511270835}",25,0,-116.6931913604885,"{0: 15, 1: 0, 2: 9, 3: 0, 4: 1}",0
84,False,"{'a': 0.5, 'e': 0.9271870071971895}",25,0,-100.21649449210446,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.9263529142888222}",25,0,-338.11009975910093,"{0: 10, 1: 0, 2: 7, 3: 2, 4: 6}",0
86,False,"{'a': 0.5, 'e': 0.9255195717263659}",20,12,-65.06853885685452,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 1}",1
87,False,"{'a': 0.5, 'e': 0.9246869788348134}",20,0,-96.9298231519664,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
88,False,"{'a': 0.5, 'e': 0.9238551349397643}",30,16,-95.66633495016492,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 2}",1
89,False,"{'a': 0.5, 'e': 0.923024039367425}",25,0,-128.84990572539655,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.922193691444608}",20,10,-60.3041047304161,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
91,False,"{'a': 0.5, 'e': 0.9213640904987316}",25,0,-149.71656053436968,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
92,False,"{'a': 0.5, 'e': 0.9205352358578188}",25,0,-158.4379945165959,"{0: 15, 1: 0, 2: 7, 3: 1, 4: 2}",0
93,False,"{'a': 0.5, 'e': 0.9197071268504975}",25,10,-77.78638342275129,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 1}",1
94,False,"{'a': 0.5, 'e': 0.9188797628059991}",20,0,-86.15282121866201,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.9180531430541589}",20,0,-168.18731849507876,"{0: 9, 1: 0, 2: 7, 3: 3, 4: 1}",0
96,False,"{'a': 0.5, 'e': 0.9172272669254147}",20,13,-0.4823792549798007,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.9164021337508069}",20,0,-176.09710762684986,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
98,False,"{'a': 0.5, 'e': 0.9155777428619776}",20,0,-32.95771029509985,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.91475409359117}",30,0,-155.1787606852112,"{0: 18, 1: 0, 2: 9, 3: 2, 4: 1}",0
100,False,"{'a': 0.5, 'e': 0.9139311852712282}",25,0,-267.73936023765356,"{0: 12, 1: 0, 2: 6, 3: 3, 4: 4}",0
101,False,"{'a': 0.5, 'e': 0.9131090172355965}",20,0,-243.51450143868033,"{0: 8, 1: 0, 2: 7, 3: 1, 4: 4}",0
102,False,"{'a': 0.5, 'e': 0.9122875888183186}",20,0,-141.62350446245776,"{0: 10, 1: 0, 2: 7, 3: 2, 4: 1}",0
103,False,"{'a': 0.5, 'e': 0.9114668993540376}",20,14,-2.421812838310931,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.9106469481779949}",25,0,-181.4074648293935,"{0: 14, 1: 0, 2: 6, 3: 3, 4: 2}",0
105,False,"{'a': 0.5, 'e': 0.90982773462603}",30,0,-232.66784652206107,"{0: 16, 1: 0, 2: 9, 3: 2, 4: 3}",0
106,False,"{'a': 0.5, 'e': 0.9090092580345799}",20,11,-92.19830766746547,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 2}",1
107,False,"{'a': 0.5, 'e': 0.9081915177406785}",25,0,-174.81344122422385,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 3}",1
108,False,"{'a': 0.5, 'e': 0.9073745130819562}",20,0,-119.47450799701328,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
109,False,"{'a': 0.5, 'e': 0.9065582433966389}",20,0,-172.2580377615377,"{0: 9, 1: 0, 2: 8, 3: 1, 4: 2}",0
110,False,"{'a': 0.5, 'e': 0.9057427080235485}",25,0,-312.3396329691472,"{0: 10, 1: 0, 2: 8, 3: 2, 4: 5}",0
111,False,"{'a': 0.5, 'e': 0.9049279063021011}",20,0,-49.4423502734299,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
112,False,"{'a': 0.5, 'e': 0.9041138375723072}",25,0,-169.08180034665344,"{0: 15, 1: 0, 2: 7, 3: 0, 4: 3}",0
113,False,"{'a': 0.5, 'e': 0.9033005011747712}",20,0,-107.6018380728388,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
114,False,"{'a': 0.5, 'e': 0.9024878964506906}",20,0,-199.0979472192204,"{0: 10, 1: 0, 2: 5, 3: 2, 4: 3}",0
115,False,"{'a': 0.5, 'e': 0.9016760227418554}",25,0,-130.6374020744498,"{0: 14, 1: 0, 2: 9, 3: 1, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.900864879390648}",25,0,-146.52696716665943,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
117,False,"{'a': 0.5, 'e': 0.9000544657400421}",20,0,-86.90147613225598,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
118,False,"{'a': 0.5, 'e': 0.8992447811336026}",30,10,-101.26219935129595,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",1
119,False,"{'a': 0.5, 'e': 0.8984358249154851}",25,0,-65.21332306690415,"{0: 17, 1: 0, 2: 8, 3: 0, 4: 0}",0
120,False,"{'a': 0.5, 'e': 0.8976275964304349}",30,0,-214.28400612622968,"{0: 18, 1: 0, 2: 7, 3: 2, 4: 3}",0
121,False,"{'a': 0.5, 'e': 0.8968200950237868}",20,0,-194.67348650838642,"{0: 12, 1: 0, 2: 1, 3: 4, 4: 3}",0
122,False,"{'a': 0.5, 'e': 0.8960133200414647}",25,0,-134.3276000234674,"{0: 15, 1: 0, 2: 7, 3: 2, 4: 1}",0
123,False,"{'a': 0.5, 'e': 0.895207270829981}",25,0,-124.47332367268909,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
124,False,"{'a': 0.5, 'e': 0.8944019467364355}",20,0,-109.29927282349387,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.8935973471085157}",25,14,-9.320752150974862,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.8927934712944959}",20,0,-157.88417396710605,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 4}",0
127,False,"{'a': 0.5, 'e': 0.8919903186432367}",35,0,-216.5689006605671,"{0: 21, 1: 0, 2: 10, 3: 1, 4: 3}",0
128,False,"{'a': 0.5, 'e': 0.8911878885041844}",25,0,-102.91324715110783,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
129,False,"{'a': 0.5, 'e': 0.8903861802273706}",25,1,-34.95311620264166,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.8895851931634113}",25,0,-163.07343693464176,"{0: 15, 1: 0, 2: 6, 3: 2, 4: 2}",0
131,False,"{'a': 0.5, 'e': 0.8887849266635072}",25,0,-170.9966777494359,"{0: 15, 1: 0, 2: 7, 3: 0, 4: 3}",0
132,False,"{'a': 0.5, 'e': 0.8879853800794423}",20,0,-82.58799444050875,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
133,False,"{'a': 0.5, 'e': 0.8871865527635837}",25,0,-130.98331713688555,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
134,False,"{'a': 0.5, 'e': 0.8863884440688815}",30,7,-186.39334760564697,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 3}",1
135,False,"{'a': 0.5, 'e': 0.8855910533488673}",25,0,-183.2293839081911,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 4}",0
136,False,"{'a': 0.5, 'e': 0.8847943799576549}",25,0,-135.39650213969514,"{0: 14, 1: 0, 2: 9, 3: 1, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.8839984232499386}",30,18,-83.95254244362266,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
138,False,"{'a': 0.5, 'e': 0.8832031825809934}",20,0,-79.6020790782797,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.8824086573066744}",25,0,-348.9199027200083,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 7}",0
140,False,"{'a': 0.5, 'e': 0.8816148467834161}",20,0,-167.12220727965308,"{0: 9, 1: 0, 2: 8, 3: 1, 4: 2}",0
141,False,"{'a': 0.5, 'e': 0.8808217503682318}",25,0,-76.40106495279203,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.8800293674187135}",25,11,-47.70314481881337,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
143,False,"{'a': 0.5, 'e': 0.879237697293031}",25,0,-152.17186534243112,"{0: 14, 1: 0, 2: 9, 3: 0, 4: 2}",0
144,False,"{'a': 0.5, 'e': 0.8784467393499313}",30,0,-264.55508090861315,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 5}",0
145,False,"{'a': 0.5, 'e': 0.8776564929487385}",25,0,-133.69123882246032,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
146,False,"{'a': 0.5, 'e': 0.8768669574493531}",30,0,-188.30630401725819,"{0: 22, 1: 0, 2: 3, 3: 1, 4: 4}",0
147,False,"{'a': 0.5, 'e': 0.8760781322122511}",20,0,-42.5574949765729,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
148,False,"{'a': 0.5, 'e': 0.875290016598484}",20,0,-163.4055333295622,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
149,False,"{'a': 0.5, 'e': 0.8745026099696783}",30,0,-84.91146177872561,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
150,False,"{'a': 0.5, 'e': 0.8737159116880344}",20,0,-164.87123288447117,"{0: 10, 1: 0, 2: 7, 3: 1, 4: 2}",0
151,False,"{'a': 0.5, 'e': 0.8729299211163268}",25,0,-83.72657168107537,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
152,False,"{'a': 0.5, 'e': 0.8721446376179031}",20,12,-0.6972842950750153,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.8713600605566835}",30,0,-108.29951282332932,"{0: 21, 1: 0, 2: 7, 3: 1, 4: 1}",0
154,False,"{'a': 0.5, 'e': 0.8705761892971605}",30,0,-294.65927865921657,"{0: 17, 1: 0, 2: 5, 3: 3, 4: 5}",0
155,False,"{'a': 0.5, 'e': 0.8697930232043986}",30,0,-223.1169442370621,"{0: 20, 1: 0, 2: 4, 3: 2, 4: 4}",0
156,False,"{'a': 0.5, 'e': 0.8690105616440329}",30,0,-144.72007703210076,"{0: 22, 1: 0, 2: 5, 3: 0, 4: 3}",0
157,False,"{'a': 0.5, 'e': 0.8682288039822696}",30,0,-236.26233493180678,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 5}",1
158,False,"{'a': 0.5, 'e': 0.8674477495858852}",30,10,-99.48132983228221,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",1
159,False,"{'a': 0.5, 'e': 0.8666673978222253}",20,0,-96.53166824607244,"{0: 10, 1: 0, 2: 10, 3: 0, 4: 0}",0
160,False,"{'a': 0.5, 'e': 0.865887748059205}",30,0,-111.85075869202915,"{0: 22, 1: 0, 2: 5, 3: 2, 4: 1}",0
161,False,"{'a': 0.5, 'e': 0.865108799665308}",20,11,3.0935836631224505,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.8643305520095861}",20,0,-26.98913757432158,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
163,False,"{'a': 0.5, 'e': 0.8635530044616584}",30,0,-179.72559400930894,"{0: 17, 1: 0, 2: 9, 3: 3, 4: 1}",0
164,False,"{'a': 0.5, 'e': 0.8627761563917117}",20,13,0.2278834224531514,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.8620000071704987}",25,0,-135.2661729295744,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
166,False,"{'a': 0.5, 'e': 0.8612245561693387}",30,0,-245.5811115526223,"{0: 17, 1: 0, 2: 8, 3: 1, 4: 4}",0
167,False,"{'a': 0.5, 'e': 0.8604498027601163}",25,0,-60.908751647151846,"{0: 17, 1: 0, 2: 8, 3: 0, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.8596757463152812}",25,0,-202.95068958113984,"{0: 15, 1: 0, 2: 6, 3: 0, 4: 4}",0
169,False,"{'a': 0.5, 'e': 0.8589023862078476}",25,3,-134.13257738165206,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 2}",1
170,False,"{'a': 0.5, 'e': 0.8581297218113938}",20,11,-81.22709481297304,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 2}",1
171,False,"{'a': 0.5, 'e': 0.8573577525000615}",25,0,-229.49746524955668,"{0: 13, 1: 0, 2: 6, 3: 3, 4: 3}",0
172,False,"{'a': 0.5, 'e': 0.8565864776485558}",25,0,-245.35268953873629,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 5}",0
173,False,"{'a': 0.5, 'e': 0.8558158966321436}",25,0,-35.463445633608856,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.8550460088266546}",20,8,-60.435964360228,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
175,False,"{'a': 0.5, 'e': 0.8542768136084795}",20,0,-151.3329211887651,"{0: 9, 1: 0, 2: 6, 3: 5, 4: 0}",0
176,False,"{'a': 0.5, 'e': 0.8535083103545701}",30,23,0.3690322468297129,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.8527404984424387}",20,0,-125.62062842516552,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
178,False,"{'a': 0.5, 'e': 0.8519733772501578}",25,0,-252.1168028265476,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 5}",0
179,False,"{'a': 0.5, 'e': 0.851206946156359}",25,0,-89.82925251066342,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
180,False,"{'a': 0.5, 'e': 0.850441204540233}",30,0,-133.24728619261097,"{0: 20, 1: 0, 2: 6, 3: 3, 4: 1}",0
181,False,"{'a': 0.5, 'e': 0.8496761517815292}",20,0,-61.8437734502057,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.8489117872605549}",30,4,-189.33411451841656,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 4}",1
183,False,"{'a': 0.5, 'e': 0.8481481103581747}",20,0,-140.35220570474894,"{0: 9, 1: 0, 2: 7, 3: 4, 4: 0}",0
184,False,"{'a': 0.5, 'e': 0.8473851204558103}",20,0,-157.54896144307043,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
